height_cm,weight_kg,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_balance
188,80,3,2,2,22.634676324128566,67.0,38.0,62.0,46.0,64.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,88,3,2,4,23.381868423849507,54.0,39.0,48.0,47.0,64.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,81,3,2,5,24.453568409612362,72.0,54.0,54.0,54.0,65.0,83.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,78,4,3,8,23.54788069073783,82.0,63.0,59.0,67.0,37.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,84,2,1,4,23.515579071134628,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,73,3,2,7,23.301094832264035,70.0,39.0,55.0,55.0,66.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,3,2,4,22.59814049586777,70.0,26.0,59.0,58.0,65.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,75,3,3,7,21.913805697589478,68.0,52.0,65.0,62.0,44.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,74,3,3,4,22.096807907073963,73.0,55.0,64.0,66.0,54.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,84,4,3,7,25.082863029651524,60.0,65.0,62.0,63.0,35.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,78,3,2,4,24.61810377477591,69.0,50.0,59.0,69.0,69.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,69,3,2,4,23.323418063818284,52.0,53.0,58.0,64.0,62.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,70,4,2,5,22.34351559258195,54.0,61.0,63.0,65.0,59.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,82,3,2,4,22.714681440443215,52.0,32.0,45.0,35.0,66.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,78,3,2,5,23.291229956104985,59.0,41.0,58.0,56.0,65.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,87,3,2,1,24.879178701135288,57.0,28.0,45.0,36.0,67.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,72,4,3,7,24.0569347455645,61.0,36.0,64.0,55.0,64.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,72,4,4,3,23.243801652892564,64.0,46.0,68.0,75.0,54.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,72,3,2,4,22.47120876377142,59.0,47.0,57.0,58.0,60.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,65,3,2,5,24.167162403331353,87.0,28.0,41.0,64.0,66.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,61,3,3,6,20.147971991015986,71.0,59.0,65.0,67.0,27.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,76,4,3,3,25.393431120318084,57.0,55.0,67.0,69.0,38.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,68,3,3,7,22.720438370810918,68.0,48.0,62.0,58.0,66.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,82,3,2,4,22.24392361111111,41.0,65.0,43.0,56.0,28.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,73,3,2,5,24.3910588392529,57.0,33.0,54.0,54.0,64.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,60,3,3,7,20.761245674740486,64.0,52.0,65.0,67.0,58.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,58,3,3,6,21.564544913741823,70.0,56.0,65.0,68.0,43.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,74,2,2,4,24.163265306122447,70.0,68.0,64.0,67.0,44.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,81,3,2,4,24.187046492878256,65.0,36.0,51.0,50.0,67.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,79,3,2,4,24.382716049382715,57.0,25.0,35.0,44.0,67.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,77,3,2,4,24.577867151840145,33.0,28.0,32.0,43.0,68.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
167,70,3,2,4,25.099501595611173,70.0,34.0,56.0,65.0,67.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,74,3,3,4,23.095409007209515,61.0,49.0,63.0,66.0,65.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,2,7,22.6421929718633,75.0,64.0,59.0,61.0,40.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,78,3,1,4,24.074074074074073,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,70,3,2,2,24.221453287197235,75.0,42.0,58.0,68.0,54.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,78,3,2,8,24.61810377477591,54.0,54.0,61.0,64.0,63.0,80.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,87,2,2,4,23.600260416666668,34.0,26.0,36.0,40.0,66.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,85,3,2,5,25.661152034778407,52.0,42.0,60.0,63.0,57.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,77,3,2,4,23.76543209876543,58.0,43.0,58.0,59.0,66.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,90,3,1,4,25.195263290501387,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,91,3,2,4,26.023048986244955,33.0,42.0,42.0,52.0,67.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,80,3,2,5,23.12406058503873,73.0,44.0,58.0,62.0,65.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,93,3,2,2,24.710383675204593,65.0,29.0,37.0,39.0,65.0,78.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
169,73,2,2,4,25.55932915514163,75.0,27.0,53.0,57.0,67.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,80,2,2,5,22.395789591556788,54.0,45.0,59.0,56.0,64.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,71,3,3,4,21.91358024691358,65.0,67.0,55.0,62.0,38.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,3,1,4,22.25690831309978,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,67,2,4,3,22.91303307000445,78.0,58.0,61.0,69.0,33.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
198,96,2,1,4,24.487297214569942,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,80,4,2,6,22.634676324128566,63.0,69.0,41.0,55.0,29.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
167,70,3,2,6,25.099501595611173,72.0,63.0,63.0,70.0,41.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,82,2,1,4,22.955684331345708,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,68,2,3,4,21.705129432793896,56.0,50.0,67.0,69.0,49.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,69,3,3,7,23.59700420642249,85.0,61.0,54.0,71.0,31.0,45.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,79,3,2,4,23.08254200146092,75.0,51.0,57.0,65.0,61.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,80,3,3,4,23.629489603024574,70.0,57.0,59.0,66.0,54.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,74,3,3,3,22.096807907073963,81.0,62.0,48.0,64.0,28.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,65,3,2,7,21.224489795918366,73.0,64.0,47.0,74.0,26.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,79,3,2,4,23.849776597029344,65.0,44.0,63.0,62.0,63.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,2,2,2,22.25690831309978,60.0,36.0,43.0,40.0,67.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
195,85,2,1,4,22.353714661406972,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,85,2,2,4,24.049343594386603,62.0,62.0,41.0,60.0,30.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,74,4,3,4,23.095409007209515,71.0,63.0,58.0,70.0,28.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,64,3,2,3,22.145328719723185,79.0,59.0,54.0,68.0,30.0,36.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,78,4,2,8,22.54595907041276,70.0,66.0,62.0,62.0,49.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
196,80,2,1,4,20.824656393169516,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,2,5,21.604938271604937,70.0,27.0,37.0,40.0,66.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,4,3,7,22.093170054286073,77.0,58.0,60.0,65.0,39.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,78,3,2,4,23.808797045267237,75.0,63.0,56.0,64.0,33.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,68,3,3,4,21.461936624163616,67.0,67.0,48.0,61.0,28.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,63,3,2,7,20.33832644628099,79.0,46.0,57.0,69.0,62.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,68,3,2,4,20.98765432098765,66.0,61.0,62.0,63.0,51.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,79,3,2,4,23.334120982986768,77.0,38.0,47.0,48.0,62.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,68,4,3,4,22.985397512168742,72.0,70.0,38.0,60.0,28.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,73,3,2,4,23.301094832264035,85.0,35.0,45.0,70.0,63.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,4,3,7,21.604938271604937,74.0,65.0,45.0,62.0,27.0,49.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,70,3,2,4,20.6758034026465,76.0,41.0,50.0,62.0,62.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,70,3,3,8,22.857142857142858,78.0,59.0,51.0,71.0,33.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,87,3,3,4,23.35633171360305,69.0,57.0,61.0,65.0,35.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,77,3,2,4,21.785875961973744,69.0,35.0,54.0,63.0,64.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
195,78,4,2,4,20.512820512820515,65.0,32.0,46.0,51.0,65.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,4,2,4,22.093170054286073,67.0,59.0,63.0,67.0,45.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,76,3,3,4,25.393431120318084,72.0,51.0,66.0,73.0,53.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
199,87,2,1,4,21.969142193378953,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,64,3,3,3,19.753086419753085,84.0,62.0,49.0,68.0,28.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,82,3,2,4,24.48565200513601,62.0,56.0,67.0,60.0,60.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,72,4,3,7,23.781212841854934,78.0,61.0,62.0,66.0,34.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,82,3,2,4,23.20054323223178,61.0,40.0,57.0,58.0,62.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,80,2,1,4,21.70138888888889,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,79,3,2,4,23.849776597029344,73.0,34.0,54.0,60.0,63.0,76.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,72,3,2,7,22.724403484408533,83.0,32.0,57.0,68.0,61.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,3,4,22.093170054286073,68.0,56.0,62.0,71.0,25.0,45.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,75,3,2,4,21.913805697589478,71.0,44.0,51.0,58.0,65.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,96,3,2,3,26.874947509868147,69.0,64.0,44.0,56.0,34.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,77,3,3,3,23.503556057507403,73.0,56.0,63.0,64.0,44.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,78,2,2,4,22.54595907041276,62.0,29.0,46.0,43.0,64.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,77,3,2,7,24.302487059714682,75.0,35.0,55.0,62.0,63.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,73,3,2,4,22.282592106468055,69.0,55.0,65.0,66.0,53.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,72,3,3,7,22.22222222222222,79.0,62.0,57.0,68.0,34.0,47.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,78,3,3,6,23.54788069073783,86.0,58.0,51.0,66.0,26.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,3,6,21.604938271604937,76.0,60.0,53.0,70.0,33.0,50.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,66,4,3,3,21.551020408163264,82.0,47.0,59.0,70.0,26.0,36.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,75,3,2,5,23.671253629592222,69.0,52.0,58.0,66.0,63.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,68,4,3,6,25.282569898869724,89.0,55.0,56.0,72.0,26.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,69,3,3,4,21.777553339224845,64.0,47.0,59.0,64.0,53.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,76,3,3,4,22.694018931589476,71.0,65.0,64.0,66.0,31.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,3,4,21.604938271604937,62.0,58.0,61.0,66.0,38.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,67,3,3,6,22.91303307000445,67.0,59.0,60.0,67.0,28.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,70,2,2,5,22.857142857142858,74.0,37.0,54.0,44.0,65.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,78,3,3,4,23.291229956104985,78.0,62.0,57.0,68.0,32.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,69,3,2,4,22.275309917355372,76.0,62.0,59.0,66.0,28.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,79,3,3,4,23.334120982986768,73.0,64.0,52.0,66.0,27.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,64,4,3,5,21.13885585942661,74.0,51.0,61.0,65.0,61.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,75,3,2,4,21.913805697589478,66.0,62.0,65.0,67.0,46.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,69,3,4,4,22.275309917355372,75.0,62.0,65.0,72.0,47.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,84,2,1,4,22.550940964858118,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,71,3,2,7,22.920971074380166,77.0,63.0,63.0,66.0,49.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,75,3,3,3,23.671253629592222,75.0,62.0,45.0,72.0,28.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
191,92,3,1,4,25.218606946081522,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,70,3,3,4,23.38868655818771,69.0,57.0,61.0,70.0,34.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,75,3,2,2,23.148148148148145,68.0,44.0,57.0,62.0,65.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,73,3,2,4,24.3910588392529,82.0,46.0,65.0,69.0,40.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,72,4,4,0,23.781212841854934,71.0,63.0,62.0,76.0,29.0,45.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,2,7,21.604938271604937,77.0,44.0,52.0,64.0,64.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,72,3,3,7,22.22222222222222,80.0,66.0,56.0,71.0,29.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,81,3,2,4,22.437673130193907,54.0,45.0,48.0,46.0,66.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,67,4,3,4,20.00656932126967,77.0,60.0,57.0,70.0,26.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,74,4,3,5,23.620287912158062,72.0,56.0,64.0,65.0,55.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
181,71,4,2,4,21.672110130948383,69.0,53.0,63.0,65.0,55.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,73,3,2,4,22.530864197530864,68.0,61.0,64.0,68.0,50.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,70,3,2,7,21.847008520333322,73.0,35.0,57.0,58.0,61.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,76,4,3,7,23.456790123456788,77.0,64.0,55.0,67.0,31.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,74,3,2,4,22.839506172839506,63.0,46.0,57.0,54.0,63.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,77,3,3,7,23.24598478444632,70.0,65.0,56.0,67.0,33.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,71,2,2,3,23.183673469387756,53.0,60.0,71.0,65.0,53.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
168,65,2,2,4,23.030045351473927,79.0,45.0,66.0,73.0,50.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,72,3,2,4,22.47120876377142,71.0,42.0,62.0,59.0,57.0,63.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,73,2,2,4,23.56663223140496,84.0,62.0,46.0,69.0,29.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
172,68,3,3,4,22.985397512168742,66.0,44.0,69.0,64.0,47.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,73,4,3,4,22.783308885490467,82.0,64.0,52.0,66.0,27.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,75,3,3,4,23.148148148148145,69.0,55.0,67.0,71.0,50.0,54.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
196,84,2,1,4,21.86588921282799,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,75,3,3,7,22.6421929718633,66.0,62.0,65.0,69.0,48.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,77,3,2,2,23.24598478444632,63.0,31.0,42.0,42.0,65.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,77,3,3,7,23.76543209876543,84.0,60.0,54.0,69.0,35.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,76,3,3,4,24.816326530612244,74.0,55.0,57.0,66.0,55.0,77.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,72,3,3,4,22.47120876377142,71.0,57.0,64.0,68.0,33.0,51.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,76,3,3,7,24.816326530612244,72.0,64.0,64.0,68.0,50.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
173,60,4,3,4,20.04744562130375,72.0,64.0,63.0,67.0,32.0,43.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,82,3,2,4,22.014013799028163,71.0,47.0,48.0,55.0,63.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,78,2,2,7,22.068809416025353,83.0,43.0,59.0,67.0,61.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,77,2,3,4,22.99262444384723,81.0,64.0,56.0,65.0,27.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,74,4,4,6,22.839506172839506,74.0,62.0,64.0,68.0,27.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
188,87,3,2,4,24.615210502489816,72.0,38.0,61.0,51.0,62.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,72,3,3,7,24.913494809688583,81.0,53.0,61.0,66.0,61.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
190,77,2,2,1,21.329639889196677,61.0,35.0,45.0,32.0,65.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
184,71,3,2,5,20.97117202268431,69.0,27.0,42.0,51.0,65.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,79,2,2,6,24.933720489837143,70.0,38.0,51.0,56.0,62.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,74,3,3,3,21.389756041160826,66.0,63.0,49.0,58.0,30.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
187,74,2,2,4,21.161600274528865,67.0,59.0,62.0,68.0,55.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,70,3,2,4,21.847008520333322,75.0,38.0,51.0,54.0,64.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
167,65,3,3,3,23.306680053067517,69.0,63.0,61.0,68.0,25.0,49.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,66,3,3,3,21.551020408163264,79.0,62.0,57.0,71.0,27.0,46.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
186,77,2,3,6,22.25690831309978,79.0,61.0,53.0,62.0,34.0,75.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,68,3,3,4,22.20408163265306,76.0,51.0,66.0,70.0,52.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,76,2,3,4,24.535123966942148,63.0,46.0,57.0,62.0,67.0,71.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,73,2,2,7,21.798202394816204,73.0,38.0,59.0,50.0,64.0,72.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
165,57,3,2,7,20.936639118457304,74.0,48.0,66.0,65.0,40.0,41.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,70,3,2,4,22.093170054286073,64.0,48.0,60.0,63.0,66.0,58.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,68,3,3,6,23.25501863821347,76.0,64.0,58.0,69.0,43.0,42.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,68,3,2,4,22.460034350640772,69.0,36.0,57.0,63.0,63.0,61.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,74,3,2,4,24.163265306122447,70.0,55.0,61.0,66.0,57.0,68.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
167,70,3,3,7,25.099501595611173,78.0,65.0,42.0,68.0,27.0,48.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,70,3,3,4,23.938989774631512,77.0,32.0,60.0,66.0,59.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,66,3,3,4,22.571047501795427,91.0,56.0,45.0,73.0,28.0,40.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
176,70,2,2,7,22.59814049586777,82.0,54.0,57.0,68.0,61.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
182,76,4,3,4,22.944088878154812,82.0,61.0,54.0,74.0,30.0,60.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,74,3,2,1,24.163265306122447,67.0,47.0,60.0,66.0,63.0,69.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
174,69,3,2,4,22.79032897344431,74.0,35.0,54.0,65.0,61.0,64.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
179,69,4,3,4,21.534908398614277,75.0,59.0,63.0,68.0,27.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,78,3,3,4,22.79035792549306,74.0,58.0,62.0,65.0,38.0,56.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
194,83,3,2,2,22.053353172494422,66.0,31.0,46.0,50.0,62.0,74.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
185,77,4,3,7,22.498173849525198,97.0,61.0,55.0,65.0,30.0,59.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
189,90,3,1,4,25.195263290501387,0.0,0.0,0.0,0.0,0.0,0.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,73,3,2,7,23.04002019946976,71.0,50.0,62.0,62.0,60.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
177,66,3,3,4,21.06674327300584,71.0,61.0,70.0,63.0,42.0,52.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
192,87,3,2,4,23.600260416666668,51.0,31.0,34.0,35.0,67.0,66.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
175,70,3,3,4,22.857142857142858,66.0,50.0,67.0,68.0,41.0,62.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
193,88,4,2,4,23.624795296518027,72.0,63.0,52.0,65.0,29.0,70.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
170,70,3,2,8,24.221453287197235,70.0,62.0,62.0,67.0,62.0,73.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,76,4,3,3,22.694018931589476,65.0,61.0,63.0,67.0,27.0,57.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
183,73,1,2,4,21.798202394816204,92.0,59.0,56.0,66.0,55.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
178,79,4,2,4,24.933720489837143,67.0,48.0,59.0,63.0,63.0,65.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
180,70,3,2,4,21.604938271604937,69.0,55.0,61.0,66.0,57.0,67.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
164,61,3,3,4,22.679952409280194,70.0,56.0,61.0,68.0,29.0,53.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
171,61,4,2,4,20.86111966075032,79.0,65.0,57.0,69.0,25.0,55.0,48,45,41,28,41,61,30,77,23,21,38,34,53,89
